gene,length
etfB%fig|1487582.5.peg.427|HY00_08725|,768
etfB%fig|1487582.6.peg.41|DK28_0200220|,768
etfB%fig|1487921.3.peg.409|DP68_02040|,804
etfB%fig|1487921.3.peg.3337|DP68_16415|,795
etfB%fig|1487921.3.peg.3518|DP68_17325|,783
etfB%fig|1487921.3.peg.3627|DP68_17900|,786
etfB%fig|1488.5.peg.1355|NL50_06760|,780
etfB%fig|1491.351.peg.73|NZ45_00370|,780
etfB%fig|1491.352.peg.1295|SR42_06615|,783
etfB%fig|1491.353.peg.760|SD74_03810|,780
etfB%fig|1491.354.peg.322|,783
etfB%fig|1491.355.peg.322|,783
etfB%fig|1491.356.peg.3178|,780
etfB%fig|1491.393.peg.2406|,780
etfB%fig|1491.394.peg.2714|,780
etfB%fig|1491.395.peg.2209|,780
etfB%fig|1491.397.peg.2611|,780
etfB%fig|1491.399.peg.1926|,780
etfB%fig|1491.400.peg.3141|,780
etfB%fig|1491.401.peg.1429|,780
etfB%fig|1491.402.peg.1795|,780
etfB%fig|1491.403.peg.326|,795
etfB%fig|1491.403.peg.2232|,780
etfB%fig|1491.403.peg.2872|,786
etfB%fig|1491.407.peg.1864|,780
etfB%fig|1491.408.peg.2769|KU41_14305|,783
etfB%fig|1491.409.peg.2168|KU40_11020|,783
etfB%fig|1491.410.peg.4896|,780
etfB%fig|1491.413.peg.5500|,780
etfB%fig|1491.414.peg.804|,795
etfB%fig|1491.416.peg.780|,669
etfB%fig|1491.417.peg.3786|,780
etfB%fig|1491.420.peg.1791|VT72_08970|,780
etfB%fig|1491.422.peg.3247|,780
etfB%fig|1491.423.peg.733|,780
etfB%fig|1491.424.peg.885|ADU79_06800|,780
etfB%fig|1491.424.peg.1192|ADU79_07400|,780
etfB%fig|1491.425.peg.527|ADU74_03545|,780
etfB%fig|1491.425.peg.1755|ADU74_09080|,780
etfB%fig|1491.426.peg.1367|ADU80_08945|,780
etfB%fig|1491.426.peg.1542|ADU80_09085|,780
etfB%fig|1491.427.peg.394|ADU78_03735|,780
etfB%fig|1491.427.peg.442|ADU78_03970|,780
etfB%fig|1491.428.peg.1033|ADU75_05135|,780
etfB%fig|1491.428.peg.1224|ADU75_06075|,780
etfB%fig|1491.429.peg.2206|ADU77_11945|,780
etfB%fig|1491.429.peg.2247|ADU77_12145|,780
etfB%fig|1491.430.peg.1464|ADU76_05765|,780
etfB%fig|1491.430.peg.1494|ADU76_05915|,780
etfB%fig|1491.431.peg.2607|ADU83_02225|,780
etfB%fig|1491.431.peg.1283|ADU83_08060|,780
etfB%fig|1491.432.peg.2853|ADU82_01270|,780
etfB%fig|1491.432.peg.2938|ADU82_12995|,780
etfB%fig|1491.433.peg.2434|ADU81_02115|,780
etfB%fig|1491.433.peg.649|ADU81_05810|,780
etfB%fig|1491.436.peg.104|ADU86_03425|,780
etfB%fig|1491.436.peg.2240|ADU86_11610|,780
etfB%fig|1491.437.peg.2809|ADU87_12160|,780
etfB%fig|1491.437.peg.2853|ADU87_12370|,780
etfB%fig|1491.438.peg.2781|ADU88_02005|,780
etfB%fig|1491.438.peg.1043|ADU88_06530|,780
etfB%fig|1491.439.peg.2244|ADU84_09875|,780
etfB%fig|1491.439.peg.680|ADU84_14435|,780
etfB%fig|1491.440.peg.178|ADU85_01895|,780
etfB%fig|1491.440.peg.2163|ADU85_10295|,780
etfB%fig|1491.441.peg.1234|ACP49_18485|,780
etfB%fig|1491.442.peg.3279|ACP50_15890|,783
etfB%fig|1491.443.peg.3107|ACP51_17165|,783
etfB%fig|1491.444.peg.1186|ACP52_07245|,780
etfB%fig|1491.445.peg.2641|ACP53_17805|,780
etfB%fig|1491.446.peg.385|ADT22_03780|,783
etfB%fig|1491.447.peg.2719|ADT23_06015|,780
etfB%fig|1491.485.peg.1544|,780
etfB%fig|1491.486.peg.1442|,780
etfB%fig|1491.487.peg.590|,783
etfB%fig|1491.488.peg.2032|,780
etfB%fig|1491.489.peg.2779|,780
etfB%fig|1491.490.peg.1014|,780
etfB%fig|1491.491.peg.1467|,780
etfB%fig|1491.492.peg.1421|,780
etfB%fig|1491.493.peg.1086|,780
etfB%fig|1491.494.peg.871|,780
etfB%fig|1491.495.peg.1305|,780
etfB%fig|1491.496.peg.2791|,780
etfB%fig|1491.497.peg.883|,780
etfB%fig|1491.498.peg.748|,780
etfB%fig|1491.499.peg.1725|,780
etfB%fig|1491.500.peg.1602|,780
etfB%fig|1491.501.peg.1188|,780
etfB%fig|1491.502.peg.2911|,780
etfB%fig|1491.503.peg.1111|,783
etfB%fig|1491.504.peg.2265|,783
etfB%fig|1491.505.peg.3223|,783
etfB%fig|1491.506.peg.457|,783
etfB%fig|1491.507.peg.1186|,783
etfB%fig|1491.508.peg.2483|,780
etfB%fig|1491.509.peg.456|,783
etfB%fig|1491.510.peg.1127|,780
etfB%fig|1491.511.peg.1352|,780
etfB%fig|1491.512.peg.511|,780
etfB%fig|1491.513.peg.3987|,780
etfB%fig|1491.514.peg.772|,783
etfB%fig|1491.515.peg.1695|,783
etfB%fig|1491.516.peg.2633|,780
etfB%fig|1491.517.peg.1657|,780
etfB%fig|1491.518.peg.2737|,780
etfB%fig|1491.519.peg.802|,780
etfB%fig|1491.520.peg.1393|,780
etfB%fig|1491.521.peg.1558|,780
etfB%fig|1491.522.peg.728|,780
etfB%fig|1491.523.peg.866|,780
etfB%fig|1491.524.peg.3811|,780
etfB%fig|1491.525.peg.1349|,780
etfB%fig|1491.526.peg.373|,780
etfB%fig|1491.527.peg.3873|,780
etfB%fig|1491.528.peg.1092|,780
etfB%fig|1491.529.peg.1756|,780
etfB%fig|1491.530.peg.2106|,780
etfB%fig|1491.531.peg.2094|,780
etfB%fig|1491.532.peg.1112|,780
etfB%fig|1491.533.peg.2821|,780
etfB%fig|1491.534.peg.736|,780
etfB%fig|1491.535.peg.1563|,780
etfB%fig|1491.536.peg.2044|,780
etfB%fig|1491.537.peg.838|,780
etfB%fig|1491.538.peg.1584|,780
etfB%fig|1491.539.peg.1605|,780
etfB%fig|1491.540.peg.1940|,780
etfB%fig|1491.541.peg.3458|,780
etfB%fig|1492.17.peg.3395|OA81_16245|,780
etfB%fig|1492.45.peg.3146|SC08_Contig83orf03500|,780
etfB%fig|1492.46.peg.4579|AK964_17695|,780
etfB%fig|1492.48.peg.599|ATN24_03160|,780
etfB%fig|1492.49.peg.5338|,600
etfB%fig|1492.50.peg.325|ATD26_01730|,780
etfB%fig|1496.575.peg.213|BG47_11850|,783
etfB%fig|1496721.3.peg.3020|,792
etfB%fig|1496722.3.peg.1122|,792
etfB%fig|1496.831.peg.3612|,783
etfB%fig|1496.832.peg.502|,786
etfB%fig|1496.832.peg.700|,795
etfB%fig|1496.832.peg.2687|,783
etfB%fig|1496.833.peg.2675|,783
etfB%fig|1496.834.peg.2380|,783
etfB%fig|1496.835.peg.2137|,783
etfB%fig|1496.836.peg.953|,783
etfB%fig|1496.837.peg.2018|,783
etfB%fig|1496.838.peg.2332|,783
etfB%fig|1496.840.peg.1540|BN1097_530020|,783
etfB%fig|1496.841.peg.361|BN1095_140022|,783
etfB%fig|1496.842.peg.941|TZ54_11830|,783
etfB%fig|1496.843.peg.1141|CD1055|,783
etfB%fig|1496.844.peg.2694|,783
etfB%fig|1496.845.peg.902|,783
etfB%fig|1496.846.peg.2034|,783
etfB%fig|1496.847.peg.1853|,783
etfB%fig|1496.848.peg.1289|IM33_05895|,783
etfB%fig|1496.849.peg.1155|KW94_05830|,783
etfB%fig|1496.850.peg.1094|KW95_05980|,783
etfB%fig|1496.854.peg.1064|PCZ31_1007|,783
etfB%fig|1496.876.peg.1776|BN1096_550021|,783
etfB%fig|1496.877.peg.947|ERS445050_00941|,783
etfB%fig|1496.878.peg.700|,783
etfB%fig|1496.897.peg.1432|TW87_07525|,783
etfB%fig|1497953.3.peg.700|HMPREF1869_00710|,789
etfB%fig|1499683.3.peg.1704|,786
etfB%fig|1499683.3.peg.3589|,786
etfB%fig|1499683.4.peg.1719|,786
etfB%fig|1499683.4.peg.3628|,786
etfB%fig|1499684.3.peg.463|,780
etfB%fig|1499684.4.peg.463|,780
etfB%fig|1499689.3.peg.288|,780
etfB%fig|1499689.4.peg.288|,780
etfB%fig|1502.155.peg.2216|,780
etfB%fig|1502.156.peg.2599|FORC3_2520|,780
etfB%fig|1502.157.peg.2211|ERS852446_02259|,780
etfB%fig|1502.174.peg.3063|HMPREF3222_03040|,780
etfB%fig|1502.176.peg.2669|JFP55_13125|,780
etfB%fig|1502.177.peg.2809|JFP838_13930|,780
etfB%fig|1506994.3.peg.2704|,792
etfB%fig|1509.22.peg.938|,795
etfB%fig|1509.23.peg.2028|,780
etfB%fig|1509.24.peg.2876|,780
etfB%fig|1509.25.peg.5474|,465
etfB%fig|1509.25.peg.1840|,729
etfB%fig|1509.25.peg.1016|,780
etfB%fig|1509.26.peg.145|,780
etfB%fig|1509.27.peg.2699|,780
etfB%fig|1509.28.peg.3370|CLSPO_c33010|,780
etfB%fig|1509.30.peg.3557|AN649_00950|,780
etfB%fig|1509.31.peg.389|VT94_03780|,780
etfB%fig|1509.32.peg.2459|VT96_24390|,780
etfB%fig|1509.33.peg.1182|VT95_11550|,780
etfB%fig|1509.34.peg.2040|WG71_19690|,780
etfB%fig|1509.35.peg.1988|VT91_19140|,780
etfB%fig|1509.36.peg.764|VT28_07470|,780
etfB%fig|1509.36.peg.1882|VT28_18670|,795
etfB%fig|1509.36.peg.3797|VT28_23530|,786
etfB%fig|1509.37.peg.3531|VT92_34670|,780
etfB%fig|1509.38.peg.14|VT93_00130|,780
etfB%fig|1509.39.peg.3385|CLSPOx_16525|,780
etfB%fig|1509.40.peg.832|,780
etfB%fig|1509431.4.peg.9398|MHK_008158|,786
etfB%fig|1509.5.peg.3454|CSPO_10c00760|,780
etfB%fig|1510391.3.peg.2655|SE37_11170|,777
etfB%fig|1511746.3.peg.2726|THYS13_26400|,783
etfB%fig|1512.3.peg.4260|ERS852479_03777|,792
etfB%fig|1512.4.peg.4165|,792
etfB%fig|1513.23.peg.869|KY52_04505|,789
etfB%fig|1513.23.peg.1046|KY52_05430|,780
etfB%fig|1513.24.peg.310|KY55_01620|,789
etfB%fig|1513.25.peg.1931|KY54_09795|,789
etfB%fig|1513.26.peg.2144|OR63_10535|,789
etfB%fig|1513.27.peg.2198|OR62_10855|,789
etfB%fig|1513.27.peg.2817|OR62_13930|,780
etfB%fig|1513.28.peg.1617|RS78_07935|,789
etfB%fig|1515613.3.peg.1181|HQ37_05795|,786
etfB%fig|1515614.3.peg.925|HQ39_04550|,786
etfB%fig|1515615.3.peg.8|HQ41_00045|,786
etfB%fig|1515617.3.peg.979|HQ48_04965|,786
etfB%fig|1515618.3.peg.896|HQ50_04515|,786
etfB%fig|1517682.3.peg.903|HW49_04755|,783
etfB%fig|1519.10.peg.1847|,780
etfB%fig|1519439.3.peg.526|,801
etfB%fig|1519.8.peg.1913|,780
etfB%fig|1519.9.peg.572|,780
etfB%fig|1520.6.peg.4530|,789
etfB%fig|1520.6.peg.4541|,780
etfB%fig|1520.6.peg.718|,780
etfB%fig|1522.7.peg.43|CIAN88_00210|,789
etfB%fig|1522.9.peg.2780|ERS852468_02536|,789
etfB%fig|1523154.3.peg.3714|ClosIBUN125C_CONTIG8g00379|,780
etfB%fig|1523155.3.peg.2085|ClosIBUN22A_CONTIG193g03936|,780
etfB%fig|1523156.3.peg.621|ClosIBUN13A_CONTIG120g01860|,780
etfB%fig|1523157.3.peg.2313|ClosIBUN62F_CONTIG66g02393|,780
etfB%fig|1531959.3.peg.672|,762
etfB%fig|1531961.3.peg.778|,771
etfB%fig|1537504.3.peg.498|JT26_02450|,786
etfB%fig|1538552.3.peg.2635|KD33_13215|,798
etfB%fig|1539298.3.peg.1710|,801
etfB%fig|1540257.3.peg.3260|,780
etfB%fig|1541959.3.peg.566|KQ51_00605|,777
etfB%fig|1548.3.peg.2068|,780
etfB%fig|1548.3.peg.3200|,780
etfB%fig|1560217.3.peg.1349|ND00_13380|,786
etfB%fig|1560217.3.peg.2124|ND00_20980|,795
etfB%fig|1560217.3.peg.2542|ND00_25140|,780
etfB%fig|1561.27.peg.1613|UC77_12080|,780
etfB%fig|1561.28.peg.1542|,780
etfB%fig|1561.29.peg.2540|ERS852568_02582|,780
etfB%fig|1561.30.peg.2471|ERS852519_02524|,780
etfB%fig|1588748.3.peg.946|HMPREF3182_00983|,810
etfB%fig|1588750.3.peg.426|HMPREF3189_00434|,804
etfB%fig|159.53.peg.584|SZ46_01225|,786
etfB%fig|159.54.peg.807|SZ43_12150|,786
etfB%fig|159.55.peg.2739|SZ42_07405|,786
etfB%fig|159.56.peg.2501|SZ41_08590|,786
etfB%fig|159.57.peg.1648|SZ40_04930|,786
etfB%fig|159.58.peg.1558|SZ51_09320|,786
etfB%fig|159.59.peg.2116|SZ48_00095|,786
etfB%fig|159.60.peg.2174|SZ45_08555|,786
etfB%fig|159.61.peg.863|SZ44_03895|,786
etfB%fig|159.62.peg.858|SZ53_02245|,786
etfB%fig|159.63.peg.2019|SZ52_00530|,786
etfB%fig|159.64.peg.1412|SZ50_13120|,786
etfB%fig|159.65.peg.1777|SZ49_13290|,786
etfB%fig|159.66.peg.1287|SZ47_03675|,786
etfB%fig|159.67.peg.1048|SR30_13205|,786
etfB%fig|159.68.peg.1225|SU44_01440|,786
etfB%fig|159.69.peg.1726|SU46_00170|,786
etfB%fig|159.70.peg.956|SU45_01050|,786
etfB%fig|159.71.peg.695|SU43_10790|,786
etfB%fig|1603606.3.peg.331|DSOUD_0305|,771
etfB%fig|1603888.3.peg.459|HMPREF3201_00479|,816
etfB%fig|1622075.3.peg.217|,795
etfB%fig|162.3.peg.1717|TPHV1_210094|,786
etfB%fig|1629550.3.peg.3140|VN21_02210|,798
etfB%fig|1629713.4.peg.718|VR65_01705|,771
etfB%fig|1629713.4.peg.5737|VR65_03460|,774
etfB%fig|1629713.4.peg.4237|VR65_23325|,774
etfB%fig|1629715.3.peg.2640|VR67_06050|,762
etfB%fig|1629716.3.peg.2156|VR68_16045|,771
etfB%fig|1629717.3.peg.2820|VR69_06375|,771
etfB%fig|1629717.3.peg.3263|VR69_16895|,771
etfB%fig|1629719.3.peg.2772|VR72_15765|,786
etfB%fig|1637502.3.peg.2507|,783
etfB%fig|1637510.3.peg.2982|,783
etfB%fig|1637510.3.peg.2248|,783
etfB%fig|1638778.3.peg.676|,783
etfB%fig|1638778.3.peg.3034|,783
etfB%fig|1641393.3.peg.1038|XD91_0842|,786
etfB%fig|1650661.3.peg.3542|,801
etfB%fig|1650662.3.peg.2164|,780
etfB%fig|1658111.3.peg.1275|,789
etfB%fig|166486.7.peg.1335|ERS852572_01301|,783
etfB%fig|1667357.4.peg.425|AAT22_02155|,780
etfB%fig|1671631.3.peg.2056|,756
etfB%fig|1671631.4.peg.2056|,756
etfB%fig|1673717.3.peg.2028|,783
etfB%fig|1673719.3.peg.1747|,813
etfB%fig|1673721.3.peg.65|,804
etfB%fig|1673723.3.peg.30|,786
etfB%fig|1673726.3.peg.1570|,795
etfB%fig|1686287.3.peg.193|,804
etfB%fig|1686289.3.peg.3242|,792
etfB%fig|169435.4.peg.1317|ERS852551_01145|,783
etfB%fig|1697780.3.peg.430|,693
etfB%fig|1697780.3.peg.7217|,438
etfB%fig|1697781.3.peg.779|,795
etfB%fig|1697786.3.peg.1313|,783
etfB%fig|1697791.3.peg.3257|,789
etfB%fig|1697793.3.peg.264|,615
etfB%fig|1697794.3.peg.2948|,804
etfB%fig|1702214.3.peg.528|AL399_08965|,783
etfB%fig|1702221.3.peg.1147|AALO17_11900|,792
etfB%fig|1703332.3.peg.1181|APZ18_05575|,786
etfB%fig|1703428.3.peg.1630|AMJ92_04905|,789
etfB%fig|1703771.3.peg.190|AMJ40_01855|,789
etfB%fig|1703781.3.peg.1319|AMJ46_07080|,786
etfB%fig|1720195.3.peg.2069|,783
etfB%fig|1720199.3.peg.1384|,813
etfB%fig|1720298.3.peg.454|,801
etfB%fig|1735114.3.peg.387|,858
etfB%fig|1736.3.peg.447|,783
etfB%fig|1736.3.peg.1530|,786
etfB%fig|1736.8.peg.248|ACH52_0238|,786
etfB%fig|1736.8.peg.3680|ACH52_3485|,783
etfB%fig|1766203.3.peg.195|,783
etfB%fig|1768113.3.peg.1626|AUK63_1775|,786
etfB%fig|1768114.3.peg.2016|F083_2235|,786
etfB%fig|177437.4.peg.5058|HRM2_48690|VBIDesAut25181_5058|,852
etfB%fig|1776047.3.peg.4284|BN3590_03945|,783
etfB%fig|177758.3.peg.15|,771
etfB%fig|190304.8.peg.1347|FN0784|VBIFusNuc122357_1347|,789
etfB%fig|195102.6.peg.2370|CPE2299|VBICloPer59675_2370|,780
etfB%fig|195103.10.peg.2486|CPF_2583|VBICloPer106549_2486|,780
etfB%fig|203275.8.peg.1342|BFO_1490|VBITanFor42681_1342|,783
etfB%fig|209882.4.peg.1301|FNV0959|VBIFusNuc72376_1301|,789
etfB%fig|212717.8.peg.670|CTC00711|VBICloTet101274_0670|,780
etfB%fig|212717.8.peg.2160|CTC02083|VBICloTet101274_2160|,789
etfB%fig|212717.8.peg.2513|CTC02425|VBICloTet101274_2513|,780
etfB%fig|2423.14.peg.1382|NA23_0206840|,792
etfB%fig|242619.8.peg.994|PG1077|VBIPorGin134034_0994|,786
etfB%fig|245014.3.peg.334|VBIButBac106850_0334|,786
etfB%fig|246194.6.peg.1268|CHY_1325|VBICarHyd26463_1268|,762
etfB%fig|246194.6.peg.1294|CHY_1352|VBICarHyd26463_1294|,762
etfB%fig|246194.6.peg.1533|CHY_1600|VBICarHyd26463_1533|,762
etfB%fig|266762.5.peg.65|HQ36_00300|,789
etfB%fig|269799.8.peg.1754|Gmet_1713|VBIGeoMet55070_1754|,777
etfB%fig|270498.16.peg.2449|CHK_3198|,783
etfB%fig|270498.17.peg.1589|AR437_08825|,783
etfB%fig|272562.8.peg.2900|CA_C2710|VBICloAce74127_2900|,780
etfB%fig|272563.120.peg.1095|CDIF630_01195|,783
etfB%fig|272563.8.peg.1107|CD1055|VBICloDif38397_1107|,783
etfB%fig|272564.6.peg.2977|Dhaf_2862|VBIDesHaf15223_2977|,774
etfB%fig|273068.5.peg.546|TTE0546|VBITheTen82880_0546|,783
etfB%fig|28112.6.peg.3007|Tanf_13225|,783
etfB%fig|28115.8.peg.1594|HQ47_07915|,786
etfB%fig|28115.9.peg.686|HR11_03540|,786
etfB%fig|289380.15.peg.2226|CPR_2285|VBICloPer122123_2226|,780
etfB%fig|290402.41.peg.333|Cbei_0323|VBICloBei69853_0333|,780
etfB%fig|290402.41.peg.2099|Cbei_2036|VBICloBei69853_2099|,780
etfB%fig|292800.4.peg.2196|ERS852504_02021|,801
etfB%fig|292800.5.peg.1358|ERS852518_01224|,801
etfB%fig|292800.5.peg.4579|ERS852518_04201|,804
etfB%fig|292800.6.peg.3390|ERS852544_03105|,801
etfB%fig|29354.3.peg.235|IO98_01150|,783
etfB%fig|29363.3.peg.2513|ERS852472_02531|,780
etfB%fig|29363.4.peg.3226|ERS852567_03281|,780
etfB%fig|293826.6.peg.3186|VBIAlkMet61848_3186|,786
etfB%fig|301301.13.peg.884|ERS852391_00860|,783
etfB%fig|301301.13.peg.2369|ERS852391_02303|,810
etfB%fig|301302.3.peg.20|ERS852420_00021|,783
etfB%fig|301302.4.peg.554|M72_03251|,783
etfB%fig|304766.4.peg.1147|VBISedSp35612_1147|,783
etfB%fig|304766.4.peg.3122|VBISedSp35612_3122|,798
etfB%fig|318464.3.peg.789|IO99_03955|,786
etfB%fig|33029.3.peg.1780|HMPREF3224_01785|,813
etfB%fig|33036.3.peg.1462|HMPREF3200_01478|,810
etfB%fig|33039.13.peg.2494|ERS852577_02433|,783
etfB%fig|33043.3.peg.564|ERS852386_00554|,786
etfB%fig|33043.4.peg.523|ERS852575_00517|,786
etfB%fig|33043.5.peg.1463|ERS852445_01446|,786
etfB%fig|33043.6.peg.770|ERS852400_00772|,786
etfB%fig|332101.3.peg.1028|,780
etfB%fig|332101.3.peg.2498|,780
etfB%fig|332101.3.peg.2507|,780
etfB%fig|332101.3.peg.2541|,780
etfB%fig|332101.4.peg.1027|,780
etfB%fig|332101.4.peg.2496|,780
etfB%fig|332101.4.peg.2505|,780
etfB%fig|332101.4.peg.2540|,780
etfB%fig|345632.6.peg.3329|,777
etfB%fig|345632.6.peg.3336|,777
etfB%fig|349161.6.peg.1951|Dred_1778|VBIDesRed82656_1951|,768
etfB%fig|350688.5.peg.100|Clos_0092|VBIAlkOre124042_0100|,783
etfB%fig|350688.5.peg.660|Clos_0637|VBIAlkOre124042_0660|,786
etfB%fig|351605.6.peg.3243|Gura_3038|VBIGeoUra13052_3243|,777
etfB%fig|360807.4.peg.1313|ERS852444_01277|,783
etfB%fig|360807.5.peg.1148|ERS852392_01100|,783
etfB%fig|360807.6.peg.3395|RIL183_09091|,783
etfB%fig|367459.5.peg.33|CdifQ_04001159|VBICloDif104613_0033|,783
etfB%fig|36849.3.peg.4344|OXPF_41080|,780
etfB%fig|36874.8.peg.1990|HQ35_10140|,786
etfB%fig|36874.9.peg.1531|HQ34_07810|,786
etfB%fig|36875.3.peg.1464|HQ43_07365|,786
etfB%fig|36875.4.peg.911|HQ29_04590|,786
etfB%fig|37659.3.peg.374|,780
etfB%fig|381764.8.peg.622|Fnod_0584|VBIFerNod12464_0622|,783
etfB%fig|381802.4.peg.2764|BRSU_2762|,786
etfB%fig|386415.7.peg.1427|NT01CX_2323|VBICloNov112828_1427|,780
etfB%fig|386415.7.peg.1980|NT01CX_0472|VBICloNov112828_1980|,780
etfB%fig|391009.9.peg.684|Tmel_0655|VBITheMel19269_0684|,780
etfB%fig|391606.3.peg.2223|CDSM653_878|VBICarPac114674_2223|,783
etfB%fig|393480.8.peg.1095|FNP_1468|VBIFusNuc113593_1095|,789
etfB%fig|393921.5.peg.1992|HQ45_09515|,606
etfB%fig|393921.6.peg.480|HQ38_02355|,606
etfB%fig|39488.3.peg.880|ERS852450_00844|,786
etfB%fig|39488.3.peg.1740|ERS852450_01651|,804
etfB%fig|39488.4.peg.1144|ERS852578_01083|,804
etfB%fig|39488.4.peg.2666|ERS852578_02530|,786
etfB%fig|39490.3.peg.2611|ERS852448_02509|,792
etfB%fig|39491.11.peg.321|ERS852417_00324|,783
etfB%fig|39491.12.peg.2084|ERS852497_02094|,783
etfB%fig|39491.13.peg.2354|ERS852580_02303|,783
etfB%fig|39491.14.peg.540|T1815_07191|,783
etfB%fig|397287.3.peg.4084|C807_03743|VBILacBac6013_4084|,783
etfB%fig|397288.3.peg.1186|C806_01096|VBILacBac53185_1186|,804
etfB%fig|397288.3.peg.4401|C806_04038|VBILacBac53185_4401|,786
etfB%fig|397290.3.peg.2046|C810_01868|VBILacBac125969_2046|,804
etfB%fig|397290.3.peg.5536|C810_04999|VBILacBac125969_5536|,786
etfB%fig|397291.3.peg.2956|C804_02867|VBILacBac34722_2956|,783
etfB%fig|401526.3.peg.1096|TcarDRAFT_1837|VBITheCar126673_1096|,786
etfB%fig|404380.4.peg.2781|Gbem_2830|VBIGeoBem56306_2781|,783
etfB%fig|410072.3.peg.134|ERS852389_00131|,783
etfB%fig|410072.4.peg.2258|ERS852574_02200|,783
etfB%fig|410072.5.peg.674|ERS852525_00652|,783
etfB%fig|410072.6.peg.1849|ERS852481_01794|,783
etfB%fig|411463.4.peg.2410|EUBVEN_02385|VBIEubVen137708_2410|,789
etfB%fig|411469.3.peg.64|EUBHAL_00074|VBIEubHal63356_0064|,786
etfB%fig|411469.3.peg.1731|EUBHAL_01955|VBIEubHal63356_1731|,804
etfB%fig|411471.5.peg.2495|SUBVAR_02948|VBISubVar43595_2495|,786
etfB%fig|411471.5.peg.3231|VBISubVar43595_3231|,786
etfB%fig|411472.5.peg.483|CLOSYM_00509|VBICloSym92396_0483|,792
etfB%fig|411474.6.peg.2032|COPEUT_01271|VBICopEut84706_2032|,786
etfB%fig|411475.3.peg.2652|HMPREF0372_03071|VBIFlaPla131535_2652|,801
etfB%fig|411483.3.peg.1553|FAEPRAA2165_01582|VBIFaePra59507_1553|,795
etfB%fig|411484.7.peg.1374|CLOSS21_00846|VBICloSp52530_1374|,783
etfB%fig|411485.10.peg.2169|FAEPRAM212_02804|VBIFaePra13114_2169|,795
etfB%fig|411486.3.peg.3032|CLOM621_03641|VBICloSp113771_3032|,783
etfB%fig|411489.7.peg.668|CLOL250_00057|VBICloSp41567_0668|,786
etfB%fig|411490.6.peg.341|ANACAC_00252|VBIAnaCac18038_0341|,783
etfB%fig|413999.7.peg.3176|CBO3198|VBICloBot22612_3176|,780
etfB%fig|416591.5.peg.1917|Tlet_1832|VBITheLet125395_1917|,780
etfB%fig|428127.7.peg.1748|EUBDOL_02010|VBIEubDol123937_1748|,789
etfB%fig|431943.8.peg.504|CKL_0456|VBICloKlu111549_0504|,780
etfB%fig|431947.7.peg.1165|PGN_1173|VBIPorGin26334_1165|,786
etfB%fig|441770.6.peg.3132|CLB_3234|VBICloBot110701_3132|,780
etfB%fig|441771.6.peg.3021|CLC_3108|VBICloBot19727_3021|,780
etfB%fig|441772.13.peg.3247|CLI_3337|VBICloBot15611_3247|,780
etfB%fig|443143.4.peg.1289|GM18_1290|VBIGeoSp68312_1289|,777
etfB%fig|443144.3.peg.1349|GM21_1383|VBIGeoSp56140_1349|,783
etfB%fig|445334.5.peg.3091|CPC_2616|VBICloPer103972_3091|,780
etfB%fig|445335.4.peg.1695|CBN_3244|VBICloBot30358_1695|,780
etfB%fig|445336.4.peg.2244|CBB_3494|VBICloBot44891_2244|,780
etfB%fig|445337.5.peg.678|CBC_0657|VBICloBot5690_0678|,780
etfB%fig|445337.5.peg.1589|CBC_A0826|VBICloBot5690_1589|,780
etfB%fig|445970.5.peg.1994|ALIPUT_01046|VBIAliPut4767_1994|,783
etfB%fig|445971.6.peg.1133|ANASTE_01220|VBIAnaSte97905_1133|,783
etfB%fig|445972.6.peg.3834|ANACOL_04417|VBIAnaCol135235_3834|,783
etfB%fig|447214.4.peg.3037|CBY_3043|VBICloBut117397_3037|,780
etfB%fig|451754.5.peg.2942|AC1_2857|VBICloPer46771_2942|,780
etfB%fig|451755.5.peg.829|AC3_2913|VBICloPer82820_0829|,780
etfB%fig|451756.6.peg.1025|AC5_2692|VBICloPer69736_1025|,780
etfB%fig|451757.5.peg.1252|AC7_2604|VBICloPer21751_1252|,780
etfB%fig|455631.3.peg.2832|CdifQC_020100004805|VBICloDif70334_2832|,783
etfB%fig|457396.3.peg.2027|CSBG_00190|VBICloSp2015_2027|,780
etfB%fig|457402.3.peg.1220|HMPREF0984_01211|VBIEubSp145555_1220|,789
etfB%fig|457403.8.peg.739|HMPREF0401_00738|VBIFusNuc61405_0739|,789
etfB%fig|457403.8.peg.2358|HMPREF0401_02326|VBIFusNuc61405_2358|,789
etfB%fig|457404.3.peg.2992|HMPREF0402_02989|VBIFusSp128562_2992|,786
etfB%fig|457404.5.peg.1868|HMPREF0402_02989|VBIFusUlc128562_1868|,786
etfB%fig|457405.10.peg.726|VBIFusNuc299184_0726|,789
etfB%fig|457405.3.peg.132|FSDG_00393|VBIFusSp38687_0132|,789
etfB%fig|457405.9.peg.394|VBIFusNuc299184_0394|,789
etfB%fig|457422.3.peg.5121|HMPREF9022_04896|VBIEryBac90921_5121|,789
etfB%fig|457570.14.peg.1928|Nther_1880|VBINatThe92436_1928|,789
etfB%fig|467210.3.peg.1597|HMPREF1866_01611|,783
etfB%fig|469599.3.peg.851|FSAG_00080|VBIFusSp41726_0851|,789
etfB%fig|469599.8.peg.81|FSAG_00080|VBIFusPer41726_0081|,789
etfB%fig|469601.8.peg.1182|HMPREF0404_01127|VBIFusNuc136882_1182|,789
